 -1758.93 -1159.07 -76.45 0.74 ; 41
 -1759.29 -1160.13 -76.45 0.74 ; 42
 -1761.11 -1160.90 -76.45 0.74 ; 43
 -1761.05 -1161.90 -74.70 0.74 ; 44
 -1761.76 -1162.25 -73.55 0.74 ; 45
 -1762.82 -1163.66 -72.80 0.56 ; 46
 -1764.70 -1163.43 -72.80 0.56 ; 47
 -1765.05 -1164.49 -72.80 0.74 ; 48
 -1766.58 -1166.14 -72.80 0.56 ; 49
 -1767.76 -1166.14 -72.80 0.56 ; 50
 -1769.46 -1165.96 -70.00 0.56 ; 51
 -1770.29 -1167.85 -69.95 0.56 ; 52
 -1771.29 -1169.67 -68.95 0.56 ; 53
 -1773.93 -1171.14 -68.80 0.56 ; 54
 -1775.70 -1173.50 -67.90 0.93 ; 55
 -1777.23 -1174.56 -67.90 1.12 ; 56
 
 -1775.52 -1175.32 -64.30 0.74 ; 1; R-1
 -1773.64 -1175.56 -63.45 0.37 ; 2
 -1772.53 -1175.74 -63.45 0.37 ; 3
 -1770.17 -1175.15 -60.80 0.37 ; 4
 -1768.88 -1174.79 -60.75 0.37 ; 5
 -1766.94 -1174.26 -60.80 0.37 ; 6
 -1764.94 -1174.14 -60.75 0.56 ; 7
 -1763.70 -1172.79 -60.75 0.56 ; 8
 -1761.88 -1172.02 -60.75 0.56 ; 9
 -1759.23 -1171.73 -60.45 0.56 ; 10
 -1757.23 -1170.43 -60.45 0.56 ; 11
 -1753.41 -1170.73 -60.45 0.56 ; 12
 -1750.94 -1169.78 -59.65 0.56 ; 13
 -1750.00 -1168.14 -59.65 0.56 ; 14
 -1750.12 -1168.49 -58.95 0.56 ; 15
 -1747.41 -1168.60 -57.65 0.37 ; 16
 -1745.00 -1169.60 -57.70 0.37 ; 17
 -1744.12 -1169.90 -57.65 0.93 ; 18
 -1742.94 -1169.90 -57.70 0.93 ; 19
 -1741.41 -1169.43 -57.65 0.93 ; 20
 -1739.89 -1170.13 -56.65 0.19 ; 21
 -1738.77 -1169.72 -56.70 0.19 ; 22
 -1736.95 -1169.54 -55.10 0.19 ; 23
 -1734.89 -1168.66 -55.10 0.19 ; 24
 -1732.36 -1168.72 -54.35 0.19 ; 25
 -1731.40 -1165.99 -56.25 0.56 ; 26
 -1730.02 -1165.70 -56.25 0.56 ; 27
 -1728.15 -1164.00 -56.15 0.56 ; 28
 -1725.62 -1162.81 -54.60 0.56 ; 29
 -1724.16 -1162.16 -54.55 0.56 ; 30
 -1722.44 -1161.18 -54.60 1.12 ; 31
 -1721.52 -1159.47 -54.25 0.19 ; 32
 -1722.09 -1156.69 -54.25 0.19 ; 33
 -1722.91 -1154.24 -53.15 0.19 ; 34
 -1722.32 -1153.22 -53.20 1.12 ; 35
 -1722.35 -1151.51 -52.25 0.19 ; 36
 -1722.34 -1150.56 -52.25 0.19 ; 37
 -1721.45 -1148.08 -52.20 0.19 ; 38
 -1721.45 -1147.13 -52.25 1.12 ; 39
 -1721.84 -1145.34 -52.20 0.74 ; 40
 -1721.46 -1143.51 -52.20 0.74 ; 41
 -1721.01 -1141.33 -52.20 0.74 ; 42
 -1721.73 -1139.28 -52.25 0.74 ; 43
 -1720.80 -1136.62 -50.75 1.30 ; 44
 -1717.98 -1134.92 -50.05 0.93 ; 45
 -1716.91 -1132.48 -48.60 0.93 ; 46
 -1714.97 -1131.35 -48.60 0.93 ; 47
 -1713.33 -1130.74 -48.60 0.93 ; 48
 -1712.00 -1128.92 -48.60 1.12 ; 49
 -1711.31 -1128.31 -48.60 1.12 ; 50
 -1708.31 -1126.64 -48.30 0.56 ; 51
 -1707.13 -1125.55 -48.25 0.56 ; 52
 -1705.04 -1123.70 -48.25 0.56 ; 53
 -1704.23 -1122.54 -47.70 1.12 ; 54
 -1701.57 -1122.52 -44.35 0.74 ; 55
 -1699.14 -1123.59 -44.35 0.74 ; 56
 -1697.31 -1123.01 -42.10 0.74 ; 57
 -1693.91 -1122.19 -41.70 0.74 ; 58
 -1692.02 -1122.20 -41.70 0.74 ; 59
 -1691.29 -1123.30 -41.70 0.74 ; 60
 -1689.80 -1123.42 -41.65 0.74 ; 61
 -1688.45 -1123.32 -41.70 0.74 ; 62
 -1686.01 -1124.39 -41.70 0.74 ; 63
 -1682.77 -1124.30 -41.75 1.49 ; 64
 -1679.36 -1122.53 -40.00 0.93 ; 65
 -1677.51 -1122.72 -40.00 1.12 ; 66
 -1675.82 -1120.98 -38.35 1.12 ; 67
 -1672.86 -1120.44 -38.35 1.12 ; 68
 -1671.69 -1119.35 -38.35 1.12 ; 69
 -1669.42 -1118.49 -38.35 1.12 ; 70
 -1667.34 -1117.59 -38.35 0.93 ; 71
 -1666.56 -1115.66 -38.30 0.56 ; 72
 -1664.05 -1116.36 -36.35 0.56 ; 73
 Incomplete
 |
 -1778.88 -1175.38 -64.25 0.93 ; 1; R-2
 -1779.99 -1175.80 -64.20 0.93 ; 2
 -1781.35 -1177.50 -64.20 0.74 ; 3
 -1781.94 -1178.68 -64.20 0.74 ; 4
 -1783.70 -1178.09 -64.20 0.74 ; 5
 -1785.76 -1178.39 -64.20 0.93 ; 6
 -1787.88 -1179.45 -64.15 0.93 ; 7
 -1790.35 -1179.80 -64.05 0.93 ; 8
 -1793.05 -1180.27 -63.50 0.93 ; 9
 -1794.52 -1181.16 -63.50 0.93 ; 10
 -1796.40 -1182.10 -63.90 0.93 ; 11
 -1798.11 -1183.10 -63.90 0.93 ; 12
 -1799.87 -1183.10 -63.90 1.49 ; 13
 -1802.23 -1183.10 -62.40 1.12 ; 14
 -1803.23 -1183.75 -62.40 1.49 ; 15
 -1805.05 -1184.52 -62.70 0.93 ; 16
 -1806.43 -1184.99 -63.14 0.86 ; 17
 -1807.81 -1185.46 -63.59 0.78 ; 18
 -1809.19 -1185.92 -64.04 0.71 ; 19
 -1810.57 -1186.39 -64.48 0.63 ; 20
 -1811.95 -1186.86 -64.93 0.56 ; 21
 -1813.33 -1187.33 -65.37 0.49 ; 22
 -1814.71 -1187.80 -65.82 0.41 ; 23
 -1816.09 -1188.26 -66.26 0.34 ; 24
 -1817.47 -1188.73 -66.71 0.26 ; 25
 -1818.85 -1189.20 -67.15 0.19 ; 26
 -1821.97 -1189.73 -66.85 0.19 ; 27
 -1822.97 -1189.79 -66.85 0.56 ; 28
 -1824.32 -1189.73 -66.85 0.56 ; 29
 -1826.44 -1190.21 -66.85 0.56 ; 30
 -1827.09 -1190.97 -66.85 0.37 ; 31
 -1827.91 -1191.09 -66.85 0.37 ; 32
 -1828.27 -1192.15 -66.85 1.49 ; 33
 -1829.97 -1191.38 -66.85 1.49 ; 34
 -1831.21 -1190.97 -66.85 1.49 ; 35
 
 -1832.97 -1191.56 -66.85 0.93 ; 1; R-2-1
 -1834.97 -1191.68 -66.85 0.93 ; 2
 -1835.73 -1193.39 -67.40 0.93 ; 3
 -1837.09 -1194.51 -67.40 0.93 ; 4
 -1838.09 -1195.15 -69.10 0.74 ; 5
 -1839.21 -1196.15 -69.15 0.74 ; 6
 -1839.38 -1197.27 -69.10 0.74 ; 7
 -1839.91 -1197.69 -69.15 0.74 ; 8
 -1840.62 -1198.04 -69.15 0.74 ; 9
 -1840.74 -1200.16 -69.15 0.74 ; 10
 -1840.62 -1201.57 -69.10 0.74 ; 11
 -1841.33 -1203.10 -65.75 0.74 ; 12
 -1839.97 -1204.34 -63.55 0.74 ; 13
 -1839.80 -1206.16 -63.55 0.74 ; 14
 -1838.74 -1208.87 -62.00 0.74 ; 15
 -1837.86 -1210.93 -61.95 0.74 ; 16
 High
 |
 -1833.09 -1190.74 -66.85 0.93 ; 1; R-2-2
 -1835.79 -1190.62 -66.80 0.93 ; 2
 -1837.79 -1189.56 -65.05 0.93 ; 3
 -1837.85 -1187.38 -61.65 0.93 ; 4
 High
 ; End of split
 ; End of split
 ; End of tree

 Color RGB 96; 128; 255
 Dendrite
 -1676.84 -1105.34 -112.80 1.30 ; Root
 -1675.71 -1106.02 -109.25 1.30 ; 1; R
 -1673.54 -1106.25 -107.35 1.30 ; 2
 -1672.24 -1107.65 -106.40 1.30 ; 3
 -1672.11 -1108.19 -102.85 1.30 ; 4
 High
 ; End of tree

 Color RGB 223; 223; 96
 Dendrite
 -1677.62 -1109.17 -112.65 1.30 ; Root
 -1675.64 -1110.21 -111.65 1.30 ; 1; R
 -1674.74 -1110.76 -111.65 0.93 ; 2
 -1671.81 -1112.52 -111.65 0.93 ; 3
 -1670.60 -1114.33 -111.65 0.74 ; 4
 -1669.65 -1114.29 -111.65 0.74 ; 5
 -1668.30 -1115.11 -111.65 1.68 ; 6
 -1667.98 -1115.60 -111.65 1.49 ; 7
 -1667.04 -1116.33 -111.65 0.74 ; 8
 -1666.14 -1116.87 -110.05 0.74 ; 9
 -1664.83 -1117.51 -113.60 1.12 ; 10
 -1663.56 -1116.43 -116.00 0.74 ; 11
 -1662.48 -1116.16 -115.95 0.74 ; 12
 -1661.44 -1118.02 -117.40 1.68 ; 13
 -1661.00 -1119.05 -117.40 1.12 ; 14
 -1659.87 -1120.50 -120.05 1.12 ; 15
 -1656.36 -1121.55 -120.10 1.12 ; 16
 -1652.62 -1125.04 -122.05 1.12 ; 17
 -1650.91 -1126.53 -123.20 1.12 ; 18
 -1650.65 -1129.15 -126.05 1.12 ; 19
 -1650.59 -1133.82 -125.60 1.12 ; 20
 -1649.93 -1138.06 -126.40 1.12 ; 21
 -1649.76 -1141.08 -126.40 1.12 ; 22
 -1650.94 -1142.52 -126.40 0.56 ; 23
 -1651.35 -1143.96 -126.75 0.56 ; 24
 -1651.41 -1147.61 -127.95 0.56 ; 25
 -1652.10 -1149.51 -128.80 0.56 ; 26
 -1651.88 -1150.41 -128.80 0.56 ; 27
 -1651.57 -1153.21 -128.80 1.12 ; 28
 -1651.40 -1155.46 -128.85 1.12 ; 29
 -1651.40 -1156.23 -128.85 0.74 ; 30
 -1653.63 -1159.65 -129.30 0.74 ; 31
 -1654.56 -1165.24 -129.45 0.74 ; 32
 -1653.48 -1167.27 -129.45 0.74 ; 33
 -1655.03 -1171.10 -130.10 0.74 ; 34
 -1652.38 -1174.85 -130.80 0.74 ; 35
 -1653.03 -1178.46 -131.20 0.74 ; 36
 -1654.39 -1179.17 -133.00 0.74 ; 37
 -1652.87 -1183.01 -133.35 0.74 ; 38
 -1655.50 -1187.11 -133.85 0.74 ; 39
 -1652.00 -1191.99 -135.20 0.74 ; 40
 -1654.81 -1194.60 -137.10 0.74 ; 41
 -1656.45 -1198.06 -138.75 0.74 ; 42
 -1656.42 -1202.08 -139.05 0.74 ; 43
 -1655.31 -1205.82 -139.65 0.74 ; 44
 -1656.95 -1210.82 -140.00 0.74 ; 45
 -1657.92 -1214.70 -140.00 0.74 ; 46
 -1661.22 -1216.85 -140.00 0.74 ; 47
 -1661.41 -1217.66 -140.00 0.74 ; 48
 -1661.55 -1219.42 -140.00 1.12 ; 49
 -1661.74 -1222.53 -140.00 0.93 ; 50
 -1663.07 -1225.73 -140.00 0.93 ; 51
 -1663.85 -1230.33 -138.60 0.93 ; 52
 -1663.77 -1232.99 -138.60 0.93 ; 53
 -1664.01 -1237.00 -140.20 0.93 ; 54
 -1664.34 -1239.57 -142.15 0.93 ; 55
 -1665.43 -1242.91 -139.50 0.93 ; 56
 -1666.57 -1245.29 -140.75 0.93 ; 57
 -1666.68 -1250.30 -141.90 0.93 ; 58
 -1666.07 -1255.13 -143.00 0.93 ; 59
 -1665.81 -1256.98 -143.05 0.93 ; 60
 -1665.31 -1257.43 -143.05 0.37 ; 61
 Normal
 ; End of tree

 Color RGB 128; 0; 255
 Dendrite
 -1685.17 -1115.37 -110.90 0.93 ; Root
 -1686.04 -1118.08 -111.95 0.93 ; 1; R
 -1686.36 -1120.64 -112.95 0.93 ; 2
 -1685.38 -1123.08 -113.00 0.93 ; 3
 -1684.62 -1124.62 -113.00 0.93 ; 4
 -1687.83 -1127.13 -113.20 0.93 ; 5
 -1687.89 -1130.79 -114.30 0.93 ; 6
 -1687.72 -1131.51 -114.30 1.30 ; 7
 -1687.32 -1133.90 -115.15 1.30 ; 8
 -1686.79 -1136.07 -116.65 1.30 ; 9
 -1688.98 -1141.20 -117.00 1.30 ; 10
 -1688.89 -1142.33 -117.05 1.30 ; 11
 -1688.86 -1147.11 -117.80 1.30 ; 12
 -1690.50 -1149.81 -117.80 1.30 ; 13
 -1690.82 -1150.85 -117.80 1.49 ; 14
 -1689.93 -1154.46 -117.80 1.49 ; 15
 -1689.53 -1156.08 -118.25 1.49 ; 16
 -1690.05 -1161.76 -118.30 1.86 ; 17
 
 -1693.19 -1164.91 -118.25 0.74 ; 1; R-1
 -1692.43 -1167.98 -116.85 0.74 ; 2
 -1694.16 -1171.09 -116.50 0.74 ; 3
 -1693.13 -1172.94 -116.50 0.74 ; 4
 -1695.07 -1173.61 -116.55 0.74 ; 5
 -1697.15 -1174.50 -116.20 0.74 ; 6
 -1698.52 -1178.29 -115.55 0.74 ; 7
 -1703.73 -1182.06 -115.55 0.93 ; 8
 -1706.59 -1185.25 -115.50 0.93 ; 9
 -1706.78 -1187.60 -117.55 0.93 ; 10
 -1705.71 -1191.93 -117.65 0.74 ; 11
 -1707.53 -1193.91 -118.85 0.74 ; 12
 -1711.56 -1197.77 -116.80 0.74 ; 13
 -1714.55 -1200.42 -118.70 0.74 ; 14
 -1717.68 -1203.30 -118.75 0.74 ; 15
 -1717.87 -1206.41 -119.20 0.74 ; 16
 -1722.17 -1208.42 -120.30 0.74 ; 17
 -1725.57 -1212.52 -120.30 0.74 ; 18
 -1728.65 -1214.81 -119.10 0.74 ; 19
 -1731.16 -1220.21 -119.00 0.74 ; 20
 -1733.87 -1220.88 -118.95 0.74 ; 21
 -1737.45 -1224.25 -118.50 0.74 ; 22
 -1739.91 -1228.30 -120.05 0.74 ; 23
 -1743.43 -1229.55 -120.30 0.74 ; 24
 -1745.11 -1231.30 -118.65 0.74 ; 25
 -1746.92 -1232.51 -118.50 0.74 ; 26
 -1748.47 -1235.57 -118.00 0.74 ; 27
 -1750.83 -1239.22 -118.75 0.74 ; 28
 -1754.27 -1241.60 -119.70 0.74 ; 29
 -1759.49 -1246.13 -118.15 0.74 ; 30
 -1761.61 -1246.85 -117.70 0.74 ; 31
 -1763.29 -1248.60 -117.95 0.74 ; 32
 -1765.51 -1250.49 -119.75 0.74 ; 33
 -1769.57 -1251.11 -119.95 0.74 ; 34
 -1773.02 -1254.25 -119.95 0.74 ; 35
 -1775.28 -1255.19 -119.95 0.74 ; 36
 -1778.68 -1258.52 -120.50 0.74 ; 37
 -1783.15 -1259.04 -121.75 0.74 ; 38
 -1784.61 -1260.93 -122.00 0.74 ; 39
 -1787.86 -1262.50 -122.10 0.74 ; 40
 -1790.77 -1265.51 -120.80 0.74 ; 41
 -1793.29 -1267.61 -120.80 0.56 ; 42
 -1793.93 -1270.45 -120.80 0.56 ; 43
 -1796.24 -1271.20 -121.50 0.56 ; 44
 Normal
 |
 -1688.26 -1164.39 -118.25 1.12 ; 1; R-2
 -1686.87 -1166.92 -115.75 1.30 ; 2
 -1687.38 -1170.30 -119.25 1.30 ; 3
 
 -1689.44 -1176.24 -119.20 0.74 ; 1; R-2-1
 -1688.36 -1178.28 -122.80 0.74 ; 2
 -1688.56 -1181.39 -125.40 0.74 ; 3
 -1688.66 -1184.86 -125.90 0.93 ; 4
 -1689.36 -1189.05 -126.75 0.93 ; 5
 -1689.74 -1193.74 -128.15 0.93 ; 6
 -1689.98 -1198.21 -129.70 1.30 ; 7
 
 -1691.97 -1200.23 -129.60 0.74 ; 1; R-2-1-1
 -1692.16 -1202.57 -132.00 0.74 ; 2
 -1694.07 -1204.96 -135.15 0.74 ; 3
 -1698.51 -1207.96 -136.95 0.74 ; 4
 -1700.91 -1210.66 -137.55 0.74 ; 5
 -1703.96 -1215.43 -137.90 0.74 ; 6
 -1703.96 -1215.43 -138.85 0.74 ; 7
 Low
 |
 -1683.94 -1200.17 -129.70 1.12 ; 1; R-2-1-2
 -1679.66 -1202.75 -133.00 1.12 ; 2
 -1678.72 -1205.01 -133.75 1.12 ; 3
 -1679.46 -1209.02 -133.80 1.12 ; 4
 -1675.94 -1210.84 -133.85 1.12 ; 5
 -1673.51 -1212.92 -133.85 1.12 ; 6
 -1670.61 -1220.06 -136.90 1.12 ; 7
 -1669.63 -1223.26 -137.50 1.12 ; 8
 -1670.42 -1228.63 -137.95 1.12 ; 9
 -1667.63 -1232.92 -139.15 1.12 ; 10
 -1668.56 -1238.51 -139.45 0.93 ; 11
 -1668.49 -1243.47 -142.65 0.93 ; 12
 -1665.03 -1246.64 -144.75 0.93 ; 13
 Low
 ; End of split
 |
 -1687.44 -1173.95 -117.00 1.30 ; 1; R-2-2
 -1686.19 -1177.47 -115.55 1.12 ; 2
 -1688.45 -1179.18 -113.30 1.12 ; 3
 -1689.10 -1182.78 -111.05 1.12 ; 4
 -1688.36 -1188.92 -108.50 1.12 ; 5
 -1687.56 -1192.94 -108.35 1.12 ; 6
 -1688.48 -1196.23 -107.50 1.12 ; 7
 -1687.94 -1198.39 -106.80 1.12 ; 8
 -1686.38 -1202.41 -106.80 1.12 ; 9
 -1684.46 -1207.11 -106.80 1.12 ; 10
 -1683.70 -1209.41 -106.80 1.12 ; 11
 -1682.41 -1213.39 -104.35 1.12 ; 12
 -1681.70 -1217.04 -105.45 0.93 ; 13
 -1680.92 -1224.12 -105.80 1.12 ; 14
 -1679.94 -1227.33 -105.80 1.12 ; 15
 -1678.25 -1233.42 -105.80 1.12 ; 16
 -1678.30 -1234.78 -105.80 1.12 ; 17
 -1679.53 -1236.52 -105.70 0.93 ; 18
 -1679.00 -1239.05 -105.70 0.93 ; 19
 -1680.06 -1241.65 -106.20 0.93 ; 20
 -1680.54 -1243.65 -106.30 0.93 ; 21
 -1679.48 -1245.18 -106.30 0.74 ; 22
 -1679.24 -1246.24 -106.30 0.74 ; 23
 -1679.01 -1249.06 -106.30 0.74 ; 24
 -1677.66 -1249.71 -106.30 0.74 ; 25
 -1677.96 -1249.67 -106.75 1.12 ; 26
 -1675.84 -1251.25 -106.75 1.12 ; 27
 -1673.86 -1253.06 -106.75 1.12 ; 28
 -1672.47 -1254.83 -106.75 0.93 ; 29
 -1671.89 -1256.41 -108.10 0.93 ; 30
 -1671.17 -1258.53 -108.05 0.93 ; 31
 -1671.41 -1261.46 -108.05 0.93 ; 32
 -1671.01 -1263.08 -108.05 0.93 ; 33
 -1670.48 -1265.18 -107.55 0.93 ; 34
 -1670.08 -1268.33 -107.55 0.93 ; 35
 -1667.62 -1269.40 -106.85 1.12 ; 36
 -1667.32 -1270.87 -106.85 0.93 ; 37
 -1667.44 -1272.99 -106.80 0.93 ; 38
 -1667.56 -1274.52 -106.85 0.74 ; 39
 -1667.09 -1275.46 -106.80 0.74 ; 40
 -1665.03 -1275.17 -106.80 0.74 ; 41
 -1662.92 -1276.46 -105.65 0.93 ; 42
 -1662.15 -1277.11 -105.65 0.93 ; 43
 -1661.86 -1278.58 -103.95 1.12 ; 44
 -1660.45 -1279.05 -104.00 1.12 ; 45
 -1659.80 -1281.82 -104.35 1.12 ; 46
 -1658.86 -1281.94 -104.30 1.12 ; 47
 -1657.92 -1283.23 -103.00 1.12 ; 48
 -1657.63 -1285.88 -103.00 1.12 ; 49
 -1655.22 -1286.29 -101.50 1.12 ; 50
 -1654.75 -1286.65 -101.45 1.12 ; 51
 -1653.28 -1288.12 -100.30 0.56 ; 52
 -1652.40 -1290.18 -100.30 0.56 ; 53
 -1650.04 -1290.76 -100.30 0.56 ; 54
 -1648.05 -1293.00 -100.90 0.56 ; 55
 -1648.28 -1293.71 -100.90 0.56 ; 56
 -1646.81 -1295.18 -100.00 0.56 ; 57
 -1646.22 -1295.18 -100.00 0.56 ; 58
 -1642.76 -1297.12 -99.45 0.37 ; 59
 -1640.64 -1298.42 -99.45 0.37 ; 60
 Normal
 ; End of split
 ; End of split
 ; End of tree

 Color RGB 128; 255; 0
 Dendrite
 -1680.10 -1111.38 -112.20 0.93 ; Root
 -1678.53 -1113.10 -107.45 0.93 ; 1; R
 -1676.78 -1116.31 -104.70 0.93 ; 2
 -1676.25 -1118.48 -102.60 0.93 ; 3
 -1674.90 -1120.06 -101.70 0.93 ; 4
 -1675.98 -1120.61 -99.70 2.23 ; 5
 
 -1676.65 -1121.67 -99.00 0.74 ; 1; R-1
 -1676.53 -1123.08 -99.00 0.74 ; 2
 -1676.06 -1124.02 -99.10 1.68 ; 3
 -1675.88 -1125.85 -96.30 1.30 ; 4
 -1673.12 -1125.79 -96.30 1.30 ; 5
 -1672.59 -1129.50 -96.30 1.68 ; 6
 -1672.06 -1130.85 -91.20 1.68 ; 7
 -1671.89 -1132.68 -91.20 1.68 ; 8
 -1671.71 -1134.50 -89.80 1.86 ; 9
 
 -1671.30 -1135.62 -86.90 0.93 ; 1; R-1-1
 -1671.89 -1136.80 -85.10 1.12 ; 2
 -1670.18 -1138.15 -82.35 0.56 ; 3
 -1671.30 -1140.33 -82.35 0.56 ; 4
 -1671.24 -1140.15 -82.35 0.74 ; 5
 -1670.42 -1141.80 -78.75 0.74 ; 6
 -1671.30 -1143.27 -77.35 0.56 ; 7
 -1673.07 -1145.04 -76.45 0.56 ; 8
 -1673.66 -1146.22 -74.20 1.30 ; 9
 -1673.84 -1148.51 -74.20 1.30 ; 10
 -1674.25 -1149.75 -74.20 1.30 ; 11
 -1673.72 -1151.10 -71.95 0.93 ; 12
 -1673.84 -1153.22 -71.95 0.93 ; 13
 -1673.25 -1154.40 -68.45 0.93 ; 14
 -1672.96 -1155.87 -68.50 0.93 ; 15
 -1672.31 -1156.28 -67.00 0.93 ; 16
 -1671.02 -1155.93 -64.70 1.12 ; 17
 -1670.02 -1157.64 -61.70 1.12 ; 18
 -1671.67 -1159.05 -61.70 1.12 ; 19
 -1672.20 -1160.64 -58.45 1.12 ; 20
 -1672.02 -1163.05 -56.15 1.12 ; 21
 -1673.22 -1162.47 -56.15 0.93 ; 22
 -1674.54 -1164.29 -56.15 0.93 ; 23
 -1674.08 -1165.71 -53.85 0.56 ; 24
 -1673.61 -1167.14 -53.85 0.19 ; 25
 -1673.51 -1167.54 -52.65 0.19 ; 26
 -1675.08 -1168.74 -52.65 0.19 ; 27
 -1675.35 -1170.96 -50.35 0.19 ; 28
 -1675.36 -1172.86 -49.65 0.19 ; 29
 -1675.30 -1175.35 -49.70 0.74 ; 30
 -1674.54 -1176.26 -49.65 1.30 ; 31
 -1673.82 -1178.31 -48.95 0.93 ; 32
 -1672.60 -1180.65 -47.20 0.93 ; 33
 -1670.46 -1182.24 -47.15 0.93 ; 34
 -1671.09 -1184.39 -45.45 0.93 ; 35
 -1672.74 -1185.95 -45.45 0.93 ; 36
 -1673.22 -1187.37 -44.40 0.93 ; 37
 -1672.42 -1188.10 -44.40 0.93 ; 38
 -1671.63 -1189.79 -42.00 0.93 ; 39
 -1671.67 -1190.92 -42.05 0.93 ; 40
 -1670.89 -1193.55 -41.35 0.93 ; 41
 -1670.86 -1195.27 -41.35 0.93 ; 42
 -1671.41 -1196.11 -39.10 0.74 ; 43
 -1670.48 -1198.01 -38.85 1.30 ; 44
 -1670.52 -1200.09 -38.85 1.12 ; 45
 -1669.37 -1201.85 -37.90 0.93 ; 46
 -1669.05 -1203.06 -37.90 0.93 ; 47
 -1668.77 -1205.39 -37.90 0.93 ; 48
 -1668.86 -1207.66 -37.00 0.93 ; 49
 -1667.84 -1208.25 -35.60 0.93 ; 50
 -1667.81 -1209.01 -35.60 1.12 ; 51
 -1667.34 -1210.44 -30.05 1.49 ; 52
 -1666.21 -1210.48 -28.40 1.30 ; 53
 -1665.18 -1209.17 -28.40 1.30 ; 54
 -1665.08 -1210.53 -25.55 1.30 ; 55
 -1663.67 -1212.91 -25.50 1.49 ; 56
 -1661.53 -1214.49 -22.90 1.49 ; 57
 -1660.55 -1216.21 -21.10 1.30 ; 58
 -1658.08 -1217.10 -16.90 1.68 ; 59
 -1655.10 -1218.28 -16.95 1.68 ; 60
 -1653.93 -1219.09 -12.65 1.49 ; 61
 -1653.90 -1219.86 -12.65 1.12 ; 62
 -1651.57 -1220.53 -12.60 1.12 ; 63
 -1651.94 -1221.40 -10.05 1.49 ; 64
 -1650.30 -1221.74 -10.05 1.49 ; 65
 -1648.74 -1222.44 -10.05 0.93 ; 66
 -1647.61 -1223.44 -10.05 0.93 ; 67
 -1647.41 -1225.19 -5.55 0.93 ; 68
 -1646.06 -1225.09 -6.15 0.93 ; 69
 -1643.54 -1224.85 -6.15 1.30 ; 70
 -1643.25 -1226.23 -3.25 1.30 ; 71
